"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"111","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/7/2016","Pinapple Chunk 8 kg",12,10,97,"7,275.00",58,2,94,"98%","93%","5/4/2016",78,3,107,"8,025.00","112,350.00","75",9,3,"106-135"
"112","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/6/2016","Pinapple Chunk 8 kg",10,11,200,"15,000.00",58,2,94,"99%","96%","5/3/2016",82,3,100,"7,500.00","126,000.00","75",9,1,"75-105"
"113","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/5/2016","Pinapple Chunk 8 kg",12,13,90,"6,750.00",58,2,94,"97%","97%","5/2/2016",83,3,129,"9,675.00","135,450.00","75",9,3,"106-135"
"114","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/4/2016","Pinapple Chunk 8 kg",12,15,185,"13,875.00",58,2,94,"98%","91%","5/1/2016",76,3,113,"8,475.00","118,650.00","75",9,3,"106-135"
"115","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/3/2016","Pinapple Chunk 8 kg",15,6,154,"11,550.00",58,2,94,"100%","95%","4/30/2016",92,3,113,"8,475.00","130,515.00","75",9,6,"106-135"
"116","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/2/2016","Pinapple Chunk 8 kg",11,7,103,"7,725.00",58,2,94,"96%","95%","4/29/2016",89,3,108,"8,100.00","136,080.00","75",9,2,"106-135"
"117","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/1/2016","Pinapple Chunk 8 kg",12,12,143,"10,725.00",58,2,94,"100%","96%","4/28/2016",88,3,114,"8,550.00","119,700.00","75",9,3,"106-135"
"118","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/8/2016","Sugar 5 kg",15,12,208,"41,600.00",82,1,77,"95%","97%","5/27/2016",64,12,104,"20,800.00","378,560.00","200",9,6,"75-105"
"119","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/7/2016","Sugar 5 kg",14,8,118,"23,600.00",73,2,116,"99%","93%","6/1/2016",100,6,108,"21,600.00","272,160.00","200",9,5,"106-135"
"120","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/6/2016","Sugar 5 kg",10,12,44,"8,800.00",72,1,60,"98%","94%","6/4/2016",49,2,116,"23,200.00","422,240.00","200",9,1,"106-135"
"121","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/5/2016","Sugar 5 kg",10,7,89,"17,800.00",50,1,47,"97%","91%","5/29/2016",40,7,109,"21,800.00","244,160.00","200",9,1,"106-135"
"122","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/4/2016","Sugar 5 kg",12,5,147,"29,400.00",69,4,220,"96%","93%","6/2/2016",202,2,102,"20,400.00","314,160.00","200",9,3,"75-105"
"123","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/3/2016","Sugar 5 kg",14,7,160,"32,000.00",82,1,77,"100%","96%","5/22/2016",65,12,100,"20,000.00","224,000.00","200",9,5,"75-105"
"124","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/2/2016","Sugar 5 kg",11,9,170,"34,000.00",82,1,77,"96%","98%","5/21/2016",72,12,127,"25,400.00","355,600.00","200",9,2,"106-135"
"125","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/1/2016","Sugar 5 kg",10,8,125,"25,000.00",82,1,77,"97%","99%","5/20/2016",64,12,103,"20,600.00","288,400.00","200",9,1,"75-105"
"126","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/31/2016","Sugar 5 kg",11,14,132,"26,400.00",82,1,77,"96%","93%","5/19/2016",65,12,123,"24,600.00","413,280.00","200",9,2,"106-135"
"127","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/30/2016","Sugar 5 kg",15,12,134,"26,800.00",82,1,77,"100%","92%","5/18/2016",62,12,110,"22,000.00","400,400.00","200",9,6,"106-135"
"128","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/29/2016","Sugar 5 kg",11,6,110,"22,000.00",82,1,77,"99%","92%","5/17/2016",68,12,121,"24,200.00","406,560.00","200",9,2,"106-135"
"129","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/28/2016","Sugar 5 kg",12,8,47,"9,400.00",82,1,77,"99%","97%","5/16/2016",62,12,110,"22,000.00","277,200.00","200",9,3,"106-135"
"130","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/27/2016","Sugar 5 kg",11,9,155,"31,000.00",82,1,77,"100%","91%","5/15/2016",69,12,128,"25,600.00","430,080.00","200",9,2,"106-135"
"131","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/26/2016","Sugar 5 kg",15,8,0,"0",82,1,77,"11%","91%","5/14/2016",67,12,127,"25,400.00","284,480.00","200",9,6,"106-135"
"132","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/25/2016","Sugar 5 kg",11,5,0,"0",82,1,77,"13%","90%","5/13/2016",73,12,123,"24,600.00","413,280.00","200",9,2,"106-135"
"133","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/24/2016","Sugar 5 kg",10,10,0,"0",82,1,77,"11%","98%","5/12/2016",72,12,114,"22,800.00","351,120.00","200",9,1,"106-135"
"134","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/23/2016","Sugar 5 kg",14,11,0,"0",82,1,77,"9%","95%","5/11/2016",75,12,101,"20,200.00","254,520.00","200",9,5,"75-105"
"135","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/22/2016","Sugar 5 kg",11,7,0,"0",82,1,77,"6%","98%","5/10/2016",72,12,107,"21,400.00","269,640.00","200",9,2,"106-135"
"136","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/21/2016","Sugar 5 kg",11,6,0,"0",82,1,77,"11%","98%","5/9/2016",65,12,118,"23,600.00","330,400.00","200",9,2,"106-135"
"137","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/20/2016","Sugar 5 kg",14,5,0,"0",82,1,77,"15%","98%","5/8/2016",62,12,119,"23,800.00","299,880.00","200",9,5,"106-135"
"138","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/19/2016","Sugar 5 kg",10,8,0,"0",82,1,77,"15%","94%","5/7/2016",67,12,129,"25,800.00","469,560.00","200",9,1,"106-135"
"139","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/18/2016","Sugar 5 kg",13,12,0,"0",82,1,77,"7%","92%","5/6/2016",68,12,105,"21,000.00","352,800.00","200",9,4,"75-105"
"140","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/17/2016","Sugar 5 kg",10,15,0,"0",82,1,77,"13%","92%","5/5/2016",65,12,119,"23,800.00","266,560.00","200",9,1,"106-135"
"141","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/16/2016","Sugar 5 kg",11,9,191,"38,200.00",82,1,77,"96%","91%","5/4/2016",71,12,120,"24,000.00","336,000.00","200",9,2,"106-135"
"142","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/15/2016","Sugar 5 kg",15,5,82,"16,400.00",82,1,77,"98%","92%","5/3/2016",70,12,128,"25,600.00","286,720.00","200",9,6,"106-135"
"143","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/14/2016","Sugar 5 kg",15,10,86,"17,200.00",82,1,77,"95%","98%","5/2/2016",69,12,120,"24,000.00","369,600.00","200",9,6,"106-135"
"144","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/13/2016","Sugar 5 kg",10,13,99,"19,800.00",82,1,77,"98%","90%","5/1/2016",69,12,126,"25,200.00","458,640.00","200",9,1,"106-135"
"145","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/12/2016","Sugar 5 kg",12,13,185,"37,000.00",82,1,77,"96%","91%","4/30/2016",75,12,103,"20,600.00","374,920.00","200",9,3,"75-105"
"146","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/11/2016","Sugar 5 kg",11,11,130,"26,000.00",82,1,77,"99%","93%","4/29/2016",72,12,120,"24,000.00","436,800.00","200",9,2,"106-135"
"147","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/10/2016","Sugar 5 kg",14,12,133,"26,600.00",82,1,77,"97%","95%","4/28/2016",62,12,127,"25,400.00","355,600.00","200",9,5,"106-135"
"148","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/9/2016","Sugar 5 kg",12,7,74,"14,800.00",82,1,77,"97%","91%","4/27/2016",69,12,128,"25,600.00","394,240.00","200",9,3,"106-135"
"149","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/8/2016","Sugar 5 kg",15,7,112,"22,400.00",82,1,77,"99%","98%","4/26/2016",76,12,103,"20,600.00","259,560.00","200",9,6,"75-105"
"150","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/7/2016","Sugar 5 kg",11,10,101,"20,200.00",82,1,77,"95%","97%","4/25/2016",72,12,107,"21,400.00","389,480.00","200",9,2,"106-135"
"151","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/6/2016","Sugar 5 kg",13,15,80,"16,000.00",82,1,77,"96%","92%","4/24/2016",69,12,126,"25,200.00","423,360.00","200",9,4,"106-135"
"152","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/5/2016","Sugar 5 kg",11,14,120,"24,000.00",82,1,77,"98%","94%","4/23/2016",66,12,125,"25,000.00","315,000.00","200",9,2,"106-135"
"153","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/4/2016","Sugar 5 kg",13,15,0,"0",82,1,77,"10%","95%","4/22/2016",76,12,100,"20,000.00","252,000.00","200",9,4,"75-105"
"154","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/3/2016","Sugar 5 kg",13,5,0,"0",82,1,77,"9%","93%","4/21/2016",65,12,118,"23,600.00","429,520.00","200",9,4,"106-135"
"155","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/2/2016","Sugar 5 kg",13,9,0,"0",82,1,77,"14%","94%","4/20/2016",65,12,124,"24,800.00","347,200.00","200",9,4,"106-135"
"156","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/1/2016","Sugar 5 kg",10,7,0,"0",82,1,77,"6%","94%","4/19/2016",65,12,120,"24,000.00","302,400.00","200",9,1,"106-135"
"157","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/8/2016","Vintage 12 Yr Old 700ml",14,8,82,"95,120.00",45,3,114,"100%","96%","6/4/2016",93,4,103,"119,480.00","2,007,264.00","1,160.00",9,5,"75-105"
"158","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/7/2016","Vintage 12 Yr Old 700ml",12,13,125,"145,000.00",83,4,248,"98%","99%","6/5/2016",216,2,122,"141,520.00","1,585,024.00","1,160.00",9,3,"106-135"
"159","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/6/2016","Vintage 12 Yr Old 700ml",14,10,185,"214,600.00",90,1,81,"99%","98%","5/28/2016",68,9,105,"121,800.00","1,875,720.00","1,160.00",9,5,"75-105"
"160","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/5/2016","Vintage 12 Yr Old 700ml",11,14,85,"98,600.00",76,5,285,"95%","93%","5/25/2016",271,11,113,"131,080.00","2,202,144.00","1,160.00",9,2,"106-135"
"161","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/4/2016","Vintage 12 Yr Old 700ml",10,7,111,"128,760.00",72,4,220,"100%","97%","5/30/2016",218,5,112,"129,920.00","1,818,880.00","1,160.00",9,1,"106-135"
"162","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/3/2016","Vintage 12 Yr Old 700ml",11,12,182,"211,120.00",45,3,114,"98%","94%","5/30/2016",108,4,118,"136,880.00","1,533,056.00","1,160.00",9,2,"106-135"
"163","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/2/2016","Vintage 12 Yr Old 700ml",12,10,184,"213,440.00",45,3,114,"99%","92%","5/29/2016",109,4,128,"148,480.00","1,662,976.00","1,160.00",9,3,"106-135"
"164","DC - Kolkata Metropolitan Area","Chandannagore Depot","6/1/2016","Vintage 12 Yr Old 700ml",10,6,80,"92,800.00",45,3,114,"95%","90%","5/28/2016",91,4,107,"124,120.00","1,563,912.00","1,160.00",9,1,"106-135"
"165","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/31/2016","Vintage 12 Yr Old 700ml",11,12,173,"200,680.00",45,3,114,"98%","95%","5/27/2016",112,4,113,"131,080.00","1,835,120.00","1,160.00",9,2,"106-135"
"166","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/30/2016","Vintage 12 Yr Old 700ml",12,7,178,"206,480.00",45,3,114,"100%","95%","5/26/2016",104,4,125,"145,000.00","1,624,000.00","1,160.00",9,3,"106-135"
"167","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/29/2016","Vintage 12 Yr Old 700ml",11,5,42,"48,720.00",45,3,114,"97%","92%","5/25/2016",101,4,105,"121,800.00","1,364,160.00","1,160.00",9,2,"75-105"
"168","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/28/2016","Vintage 12 Yr Old 700ml",14,10,73,"84,680.00",45,3,114,"95%","95%","5/24/2016",104,4,121,"140,360.00","2,358,048.00","1,160.00",9,5,"106-135"
"169","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/27/2016","Vintage 12 Yr Old 700ml",13,7,120,"139,200.00",45,3,114,"96%","92%","5/23/2016",105,4,126,"146,160.00","1,841,616.00","1,160.00",9,4,"106-135"
"170","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/26/2016","Vintage 12 Yr Old 700ml",10,12,165,"191,400.00",45,3,114,"97%","93%","5/22/2016",109,4,129,"149,640.00","2,094,960.00","1,160.00",9,1,"106-135"
"171","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/25/2016","Vintage 12 Yr Old 700ml",15,15,65,"75,400.00",45,3,114,"97%","98%","5/21/2016",113,4,118,"136,880.00","2,491,216.00","1,160.00",9,6,"106-135"
"172","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/24/2016","Vintage 12 Yr Old 700ml",12,7,49,"56,840.00",45,3,114,"100%","94%","5/20/2016",111,4,124,"143,840.00","1,611,008.00","1,160.00",9,3,"106-135"
"173","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/23/2016","Vintage 12 Yr Old 700ml",13,12,50,"58,000.00",45,3,114,"97%","94%","5/19/2016",95,4,119,"138,040.00","1,932,560.00","1,160.00",9,4,"106-135"
"174","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/22/2016","Vintage 12 Yr Old 700ml",13,12,56,"64,960.00",45,3,114,"95%","94%","5/18/2016",109,4,102,"118,320.00","2,153,424.00","1,160.00",9,4,"75-105"
"175","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/21/2016","Vintage 12 Yr Old 700ml",12,11,88,"102,080.00",45,3,114,"95%","90%","5/17/2016",99,4,111,"128,760.00","1,622,376.00","1,160.00",9,3,"106-135"
"176","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/20/2016","Vintage 12 Yr Old 700ml",13,15,134,"155,440.00",45,3,114,"95%","93%","5/16/2016",112,4,121,"140,360.00","1,768,536.00","1,160.00",9,4,"106-135"
"177","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/19/2016","Vintage 12 Yr Old 700ml",12,14,207,"240,120.00",45,3,114,"97%","93%","5/15/2016",93,4,119,"138,040.00","2,125,816.00","1,160.00",9,3,"106-135"
"178","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/18/2016","Vintage 12 Yr Old 700ml",12,13,165,"191,400.00",45,3,114,"99%","93%","5/14/2016",98,4,119,"138,040.00","1,546,048.00","1,160.00",9,3,"106-135"
"179","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/17/2016","Vintage 12 Yr Old 700ml",15,9,103,"119,480.00",45,3,114,"98%","91%","5/13/2016",112,4,105,"121,800.00","1,875,720.00","1,160.00",9,6,"75-105"
"180","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/16/2016","Vintage 12 Yr Old 700ml",15,12,87,"100,920.00",45,3,114,"98%","92%","5/12/2016",105,4,103,"119,480.00","1,338,176.00","1,160.00",9,6,"75-105"
"181","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/15/2016","Vintage 12 Yr Old 700ml",12,7,183,"212,280.00",45,3,114,"100%","90%","5/11/2016",105,4,108,"125,280.00","1,929,312.00","1,160.00",9,3,"106-135"
"182","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/14/2016","Vintage 12 Yr Old 700ml",14,10,204,"236,640.00",45,3,114,"97%","91%","5/10/2016",91,4,113,"131,080.00","2,018,632.00","1,160.00",9,5,"106-135"
"183","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/13/2016","Vintage 12 Yr Old 700ml",11,10,179,"207,640.00",45,3,114,"98%","97%","5/9/2016",107,4,129,"149,640.00","2,304,456.00","1,160.00",9,2,"106-135"
"184","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/12/2016","Vintage 12 Yr Old 700ml",12,12,127,"147,320.00",45,3,114,"95%","95%","5/8/2016",101,4,117,"135,720.00","2,280,096.00","1,160.00",9,3,"106-135"
"185","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/11/2016","Vintage 12 Yr Old 700ml",10,5,201,"233,160.00",45,3,114,"99%","99%","5/7/2016",97,4,118,"136,880.00","1,724,688.00","1,160.00",9,1,"106-135"
"186","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/10/2016","Vintage 12 Yr Old 700ml",10,14,77,"89,320.00",45,3,114,"99%","90%","5/6/2016",106,4,126,"146,160.00","2,660,112.00","1,160.00",9,1,"106-135"
"187","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/9/2016","Vintage 12 Yr Old 700ml",10,6,169,"196,040.00",45,3,114,"99%","91%","5/5/2016",107,4,120,"139,200.00","2,143,680.00","1,160.00",9,1,"106-135"
"188","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/8/2016","Vintage 12 Yr Old 700ml",12,9,127,"147,320.00",45,3,114,"96%","97%","5/4/2016",100,4,123,"142,680.00","2,197,272.00","1,160.00",9,3,"106-135"
"189","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/7/2016","Vintage 12 Yr Old 700ml",11,12,165,"191,400.00",45,3,114,"95%","99%","5/3/2016",99,4,106,"122,960.00","2,065,728.00","1,160.00",9,2,"106-135"
"190","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/6/2016","Vintage 12 Yr Old 700ml",11,9,137,"158,920.00",45,3,114,"99%","97%","5/2/2016",107,4,107,"124,120.00","2,258,984.00","1,160.00",9,2,"106-135"
"191","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/5/2016","Vintage 12 Yr Old 700ml",11,10,139,"161,240.00",45,3,114,"97%","94%","5/1/2016",104,4,120,"139,200.00","2,143,680.00","1,160.00",9,2,"106-135"
"192","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/4/2016","Vintage 12 Yr Old 700ml",13,6,183,"212,280.00",45,3,114,"100%","91%","4/30/2016",93,4,105,"121,800.00","1,875,720.00","1,160.00",9,4,"75-105"
"193","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/3/2016","Vintage 12 Yr Old 700ml",12,14,104,"120,640.00",45,3,114,"98%","93%","4/29/2016",112,4,118,"136,880.00","2,107,952.00","1,160.00",9,3,"106-135"
"194","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/2/2016","Vintage 12 Yr Old 700ml",14,15,101,"117,160.00",45,3,114,"95%","98%","4/28/2016",104,4,122,"141,520.00","2,377,536.00","1,160.00",9,5,"106-135"
"195","DC - Kolkata Metropolitan Area","Chandannagore Depot","5/1/2016","Vintage 12 Yr Old 700ml",10,5,98,"113,680.00",45,3,114,"99%","97%","4/27/2016",106,4,128,"148,480.00","2,494,464.00","1,160.00",9,1,"106-135"
"196","DC - Kolkata Metropolitan Area","Howrah Depot","6/8/2016","Natural Sour Apple Cocktail 3.2 litres",10,13,140,"12,600.00",54,1,43,"96%","92%","5/31/2016",37,8,199,"17,910.00","225,666.00","90",7,3,"196-225"
"197","DC - Kolkata Metropolitan Area","Howrah Depot","6/7/2016","Natural Sour Apple Cocktail 3.2 litres",11,5,148,"13,320.00",41,1,38,"98%","97%","5/31/2016",32,7,181,"16,290.00","228,060.00","90",7,4,"166-195"
"198","DC - Kolkata Metropolitan Area","Howrah Depot","6/6/2016","Natural Sour Apple Cocktail 3.2 litres",10,14,192,"17,280.00",60,3,150,"98%","95%","6/2/2016",134,4,175,"15,750.00","198,450.00","90",7,3,"166-195"
"199","DC - Kolkata Metropolitan Area","Howrah Depot","6/5/2016","Natural Sour Apple Cocktail 3.2 litres",12,14,118,"10,620.00",63,3,168,"98%","96%","6/1/2016",148,4,183,"16,470.00","184,464.00","90",7,5,"166-195"
"200","DC - Kolkata Metropolitan Area","Howrah Depot","6/4/2016","Natural Sour Apple Cocktail 3.2 litres",8,9,121,"10,890.00",78,1,60,"96%","90%","6/2/2016",49,2,196,"17,640.00","222,264.00","90",7,1,"196-225"
"201","DC - Kolkata Metropolitan Area","Howrah Depot","6/3/2016","Natural Sour Apple Cocktail 3.2 litres",11,7,96,"8,640.00",54,1,43,"100%","98%","5/26/2016",41,8,174,"15,660.00","175,392.00","90",7,4,"166-195"
"202","DC - Kolkata Metropolitan Area","Howrah Depot","6/2/2016","Natural Sour Apple Cocktail 3.2 litres",12,6,98,"8,820.00",54,1,43,"99%","90%","5/25/2016",37,8,175,"15,750.00","242,550.00","90",7,5,"166-195"
"203","DC - Kolkata Metropolitan Area","Howrah Depot","6/1/2016","Natural Sour Apple Cocktail 3.2 litres",10,8,58,"5,220.00",54,1,43,"100%","95%","5/24/2016",34,8,186,"16,740.00","281,232.00","90",7,3,"166-195"
"204","DC - Kolkata Metropolitan Area","Howrah Depot","5/31/2016","Natural Sour Apple Cocktail 3.2 litres",8,7,153,"13,770.00",54,1,43,"98%","91%","5/23/2016",37,8,179,"16,110.00","293,202.00","90",7,1,"166-195"
"205","DC - Kolkata Metropolitan Area","Howrah Depot","5/30/2016","Natural Sour Apple Cocktail 3.2 litres",9,7,168,"15,120.00",54,1,43,"100%","99%","5/22/2016",38,8,178,"16,020.00","201,852.00","90",7,2,"166-195"
"206","DC - Kolkata Metropolitan Area","Howrah Depot","5/29/2016","Natural Sour Apple Cocktail 3.2 litres",10,14,81,"7,290.00",54,1,43,"97%","92%","5/21/2016",43,8,170,"15,300.00","214,200.00","90",7,3,"166-195"
"207","DC - Kolkata Metropolitan Area","Howrah Depot","5/28/2016","Natural Sour Apple Cocktail 3.2 litres",10,5,206,"18,540.00",54,1,43,"100%","93%","5/20/2016",34,8,181,"16,290.00","205,254.00","90",7,3,"166-195"
"208","DC - Kolkata Metropolitan Area","Howrah Depot","5/27/2016","Natural Sour Apple Cocktail 3.2 litres",10,10,57,"5,130.00",54,1,43,"99%","98%","5/19/2016",35,8,198,"17,820.00","249,480.00","90",7,3,"196-225"
"209","DC - Kolkata Metropolitan Area","Howrah Depot","5/26/2016","Natural Sour Apple Cocktail 3.2 litres",8,11,168,"15,120.00",54,1,43,"99%","93%","5/18/2016",40,8,181,"16,290.00","296,478.00","90",7,1,"166-195"
"210","DC - Kolkata Metropolitan Area","Howrah Depot","5/25/2016","Natural Sour Apple Cocktail 3.2 litres",12,11,76,"6,840.00",54,1,43,"95%","98%","5/17/2016",38,8,188,"16,920.00","260,568.00","90",7,5,"166-195"
"211","DC - Kolkata Metropolitan Area","Howrah Depot","5/24/2016","Natural Sour Apple Cocktail 3.2 litres",9,14,108,"9,720.00",54,1,43,"99%","99%","5/16/2016",40,8,175,"15,750.00","198,450.00","90",7,2,"166-195"
"212","DC - Kolkata Metropolitan Area","Howrah Depot","5/23/2016","Natural Sour Apple Cocktail 3.2 litres",11,15,138,"12,420.00",54,1,43,"95%","98%","5/15/2016",41,8,188,"16,920.00","307,944.00","90",7,4,"166-195"
"213","DC - Kolkata Metropolitan Area","Howrah Depot","5/22/2016","Natural Sour Apple Cocktail 3.2 litres",11,12,0,"0",54,1,43,"10%","97%","5/14/2016",38,8,176,"15,840.00","243,936.00","90",7,4,"166-195"
