System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/12/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,13,9,94,Kgs,"7,050.00",58,2,94,97%,93%,5/9/2016,86,3,120,"9,000.00","151,200.00",75
5/11/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,14,12,73,Kgs,"5,475.00",58,2,94,95%,90%,5/8/2016,76,3,128,"9,600.00","134,400.00",75
5/10/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,10,13,92,Kgs,"6,900.00",58,2,94,99%,96%,5/7/2016,82,3,112,"8,400.00","117,600.00",75
5/9/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,12,143,Kgs,"10,725.00",58,2,94,98%,95%,5/6/2016,80,3,124,"9,300.00","143,220.00",75
5/8/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,7,84,Kgs,"6,300.00",58,2,94,96%,95%,5/5/2016,89,3,119,"8,925.00","137,445.00",75
5/7/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,10,97,Kgs,"7,275.00",58,2,94,98%,93%,5/4/2016,78,3,107,"8,025.00","112,350.00",75
5/6/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,10,11,200,Kgs,"15,000.00",58,2,94,99%,96%,5/3/2016,82,3,100,"7,500.00","126,000.00",75
5/5/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,13,90,Kgs,"6,750.00",58,2,94,97%,97%,5/2/2016,83,3,129,"9,675.00","135,450.00",75
5/4/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,15,185,Kgs,"13,875.00",58,2,94,98%,91%,5/1/2016,76,3,113,"8,475.00","118,650.00",75
5/3/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,15,6,154,Kgs,"11,550.00",58,2,94,100%,95%,4/30/2016,92,3,113,"8,475.00","130,515.00",75
5/2/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,11,7,103,Kgs,"7,725.00",58,2,94,96%,95%,4/29/2016,89,3,108,"8,100.00","136,080.00",75
5/1/2016,Groceries,Pinapple Chunk 8 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ABC Vendor,12,12,143,Kgs,"10,725.00",58,2,94,100%,96%,4/28/2016,88,3,114,"8,550.00","119,700.00",75
6/8/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,12,208,Kgs,"41,600.00",82,1,77,95%,97%,5/27/2016,64,12,104,"20,800.00","378,560.00",200
6/7/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,14,8,118,Kgs,"23,600.00",73,2,116,99%,93%,6/1/2016,100,6,108,"21,600.00","272,160.00",200
6/6/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,12,44,Kgs,"8,800.00",72,1,60,98%,94%,6/4/2016,49,2,116,"23,200.00","422,240.00",200
6/5/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,7,89,Kgs,"17,800.00",50,1,47,97%,91%,5/29/2016,40,7,109,"21,800.00","244,160.00",200
6/4/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,12,5,147,Kgs,"29,400.00",69,4,220,96%,93%,6/2/2016,202,2,102,"20,400.00","314,160.00",200
6/3/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,14,7,160,Kgs,"32,000.00",82,1,77,100%,96%,5/22/2016,65,12,100,"20,000.00","224,000.00",200
6/2/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,9,170,Kgs,"34,000.00",82,1,77,96%,98%,5/21/2016,72,12,127,"25,400.00","355,600.00",200
6/1/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,8,125,Kgs,"25,000.00",82,1,77,97%,99%,5/20/2016,64,12,103,"20,600.00","288,400.00",200
5/31/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,14,132,Kgs,"26,400.00",82,1,77,96%,93%,5/19/2016,65,12,123,"24,600.00","413,280.00",200
5/30/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,12,134,Kgs,"26,800.00",82,1,77,100%,92%,5/18/2016,62,12,110,"22,000.00","400,400.00",200
5/29/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,6,110,Kgs,"22,000.00",82,1,77,99%,92%,5/17/2016,68,12,121,"24,200.00","406,560.00",200
5/28/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,12,8,47,Kgs,"9,400.00",82,1,77,99%,97%,5/16/2016,62,12,110,"22,000.00","277,200.00",200
5/27/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,9,155,Kgs,"31,000.00",82,1,77,100%,91%,5/15/2016,69,12,128,"25,600.00","430,080.00",200
5/26/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,8,0,Kgs,0,82,1,77,11%,91%,5/14/2016,67,12,127,"25,400.00","284,480.00",200
5/25/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,5,0,Kgs,0,82,1,77,13%,90%,5/13/2016,73,12,123,"24,600.00","413,280.00",200
5/24/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,10,0,Kgs,0,82,1,77,11%,98%,5/12/2016,72,12,114,"22,800.00","351,120.00",200
5/23/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,14,11,0,Kgs,0,82,1,77,9%,95%,5/11/2016,75,12,101,"20,200.00","254,520.00",200
5/22/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,7,0,Kgs,0,82,1,77,6%,98%,5/10/2016,72,12,107,"21,400.00","269,640.00",200
5/21/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,6,0,Kgs,0,82,1,77,11%,98%,5/9/2016,65,12,118,"23,600.00","330,400.00",200
5/20/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,14,5,0,Kgs,0,82,1,77,15%,98%,5/8/2016,62,12,119,"23,800.00","299,880.00",200
5/19/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,8,0,Kgs,0,82,1,77,15%,94%,5/7/2016,67,12,129,"25,800.00","469,560.00",200
5/18/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,13,12,0,Kgs,0,82,1,77,7%,92%,5/6/2016,68,12,105,"21,000.00","352,800.00",200
5/17/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,15,0,Kgs,0,82,1,77,13%,92%,5/5/2016,65,12,119,"23,800.00","266,560.00",200
5/16/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,9,191,Kgs,"38,200.00",82,1,77,96%,91%,5/4/2016,71,12,120,"24,000.00","336,000.00",200
5/15/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,5,82,Kgs,"16,400.00",82,1,77,98%,92%,5/3/2016,70,12,128,"25,600.00","286,720.00",200
5/14/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,10,86,Kgs,"17,200.00",82,1,77,95%,98%,5/2/2016,69,12,120,"24,000.00","369,600.00",200
5/13/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,13,99,Kgs,"19,800.00",82,1,77,98%,90%,5/1/2016,69,12,126,"25,200.00","458,640.00",200
5/12/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,12,13,185,Kgs,"37,000.00",82,1,77,96%,91%,4/30/2016,75,12,103,"20,600.00","374,920.00",200
5/11/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,11,130,Kgs,"26,000.00",82,1,77,99%,93%,4/29/2016,72,12,120,"24,000.00","436,800.00",200
5/10/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,14,12,133,Kgs,"26,600.00",82,1,77,97%,95%,4/28/2016,62,12,127,"25,400.00","355,600.00",200
5/9/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,12,7,74,Kgs,"14,800.00",82,1,77,97%,91%,4/27/2016,69,12,128,"25,600.00","394,240.00",200
5/8/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,15,7,112,Kgs,"22,400.00",82,1,77,99%,98%,4/26/2016,76,12,103,"20,600.00","259,560.00",200
5/7/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,10,101,Kgs,"20,200.00",82,1,77,95%,97%,4/25/2016,72,12,107,"21,400.00","389,480.00",200
5/6/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,13,15,80,Kgs,"16,000.00",82,1,77,96%,92%,4/24/2016,69,12,126,"25,200.00","423,360.00",200
5/5/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,11,14,120,Kgs,"24,000.00",82,1,77,98%,94%,4/23/2016,66,12,125,"25,000.00","315,000.00",200
5/4/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,13,15,0,Kgs,0,82,1,77,10%,95%,4/22/2016,76,12,100,"20,000.00","252,000.00",200
5/3/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,13,5,0,Kgs,0,82,1,77,9%,93%,4/21/2016,65,12,118,"23,600.00","429,520.00",200
5/2/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,13,9,0,Kgs,0,82,1,77,14%,94%,4/20/2016,65,12,124,"24,800.00","347,200.00",200
5/1/2016,Groceries,Sugar 5 kg,Chandannagore Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,10,7,0,Kgs,0,82,1,77,6%,94%,4/19/2016,65,12,120,"24,000.00","302,400.00",200
6/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,14,8,82,ml,"95,120.00",45,3,114,100%,96%,6/4/2016,93,4,103,"119,480.00","2,007,264.00","1,160.00"
6/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,13,125,ml,"145,000.00",83,4,248,98%,99%,6/5/2016,216,2,122,"141,520.00","1,585,024.00","1,160.00"
6/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,14,10,185,ml,"214,600.00",90,1,81,99%,98%,5/28/2016,68,9,105,"121,800.00","1,875,720.00","1,160.00"
6/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,14,85,ml,"98,600.00",76,5,285,95%,93%,5/25/2016,271,11,113,"131,080.00","2,202,144.00","1,160.00"
6/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,7,111,ml,"128,760.00",72,4,220,100%,97%,5/30/2016,218,5,112,"129,920.00","1,818,880.00","1,160.00"
6/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,12,182,ml,"211,120.00",45,3,114,98%,94%,5/30/2016,108,4,118,"136,880.00","1,533,056.00","1,160.00"
6/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,10,184,ml,"213,440.00",45,3,114,99%,92%,5/29/2016,109,4,128,"148,480.00","1,662,976.00","1,160.00"
6/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,6,80,ml,"92,800.00",45,3,114,95%,90%,5/28/2016,91,4,107,"124,120.00","1,563,912.00","1,160.00"
5/31/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,12,173,ml,"200,680.00",45,3,114,98%,95%,5/27/2016,112,4,113,"131,080.00","1,835,120.00","1,160.00"
5/30/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,7,178,ml,"206,480.00",45,3,114,100%,95%,5/26/2016,104,4,125,"145,000.00","1,624,000.00","1,160.00"
5/29/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,5,42,ml,"48,720.00",45,3,114,97%,92%,5/25/2016,101,4,105,"121,800.00","1,364,160.00","1,160.00"
5/28/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,14,10,73,ml,"84,680.00",45,3,114,95%,95%,5/24/2016,104,4,121,"140,360.00","2,358,048.00","1,160.00"
5/27/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,13,7,120,ml,"139,200.00",45,3,114,96%,92%,5/23/2016,105,4,126,"146,160.00","1,841,616.00","1,160.00"
5/26/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,12,165,ml,"191,400.00",45,3,114,97%,93%,5/22/2016,109,4,129,"149,640.00","2,094,960.00","1,160.00"
5/25/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,15,15,65,ml,"75,400.00",45,3,114,97%,98%,5/21/2016,113,4,118,"136,880.00","2,491,216.00","1,160.00"
5/24/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,7,49,ml,"56,840.00",45,3,114,100%,94%,5/20/2016,111,4,124,"143,840.00","1,611,008.00","1,160.00"
5/23/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,13,12,50,ml,"58,000.00",45,3,114,97%,94%,5/19/2016,95,4,119,"138,040.00","1,932,560.00","1,160.00"
5/22/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,13,12,56,ml,"64,960.00",45,3,114,95%,94%,5/18/2016,109,4,102,"118,320.00","2,153,424.00","1,160.00"
5/21/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,11,88,ml,"102,080.00",45,3,114,95%,90%,5/17/2016,99,4,111,"128,760.00","1,622,376.00","1,160.00"
5/20/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,13,15,134,ml,"155,440.00",45,3,114,95%,93%,5/16/2016,112,4,121,"140,360.00","1,768,536.00","1,160.00"
5/19/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,14,207,ml,"240,120.00",45,3,114,97%,93%,5/15/2016,93,4,119,"138,040.00","2,125,816.00","1,160.00"
5/18/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,13,165,ml,"191,400.00",45,3,114,99%,93%,5/14/2016,98,4,119,"138,040.00","1,546,048.00","1,160.00"
5/17/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,15,9,103,ml,"119,480.00",45,3,114,98%,91%,5/13/2016,112,4,105,"121,800.00","1,875,720.00","1,160.00"
5/16/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,15,12,87,ml,"100,920.00",45,3,114,98%,92%,5/12/2016,105,4,103,"119,480.00","1,338,176.00","1,160.00"
5/15/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,7,183,ml,"212,280.00",45,3,114,100%,90%,5/11/2016,105,4,108,"125,280.00","1,929,312.00","1,160.00"
5/14/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,14,10,204,ml,"236,640.00",45,3,114,97%,91%,5/10/2016,91,4,113,"131,080.00","2,018,632.00","1,160.00"
5/13/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,10,179,ml,"207,640.00",45,3,114,98%,97%,5/9/2016,107,4,129,"149,640.00","2,304,456.00","1,160.00"
5/12/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,12,127,ml,"147,320.00",45,3,114,95%,95%,5/8/2016,101,4,117,"135,720.00","2,280,096.00","1,160.00"
5/11/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,5,201,ml,"233,160.00",45,3,114,99%,99%,5/7/2016,97,4,118,"136,880.00","1,724,688.00","1,160.00"
5/10/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,14,77,ml,"89,320.00",45,3,114,99%,90%,5/6/2016,106,4,126,"146,160.00","2,660,112.00","1,160.00"
5/9/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,6,169,ml,"196,040.00",45,3,114,99%,91%,5/5/2016,107,4,120,"139,200.00","2,143,680.00","1,160.00"
5/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,9,127,ml,"147,320.00",45,3,114,96%,97%,5/4/2016,100,4,123,"142,680.00","2,197,272.00","1,160.00"
5/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,12,165,ml,"191,400.00",45,3,114,95%,99%,5/3/2016,99,4,106,"122,960.00","2,065,728.00","1,160.00"
5/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,9,137,ml,"158,920.00",45,3,114,99%,97%,5/2/2016,107,4,107,"124,120.00","2,258,984.00","1,160.00"
5/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,11,10,139,ml,"161,240.00",45,3,114,97%,94%,5/1/2016,104,4,120,"139,200.00","2,143,680.00","1,160.00"
5/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,13,6,183,ml,"212,280.00",45,3,114,100%,91%,4/30/2016,93,4,105,"121,800.00","1,875,720.00","1,160.00"
5/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,12,14,104,ml,"120,640.00",45,3,114,98%,93%,4/29/2016,112,4,118,"136,880.00","2,107,952.00","1,160.00"
5/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,14,15,101,ml,"117,160.00",45,3,114,95%,98%,4/28/2016,104,4,122,"141,520.00","2,377,536.00","1,160.00"
5/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Chandannagore Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,10,5,98,ml,"113,680.00",45,3,114,99%,97%,4/27/2016,106,4,128,"148,480.00","2,494,464.00","1,160.00"
6/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,13,140,Litres,"12,600.00",54,1,43,96%,92%,5/31/2016,37,8,199,"17,910.00","225,666.00",90
6/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,11,5,148,Litres,"13,320.00",41,1,38,98%,97%,5/31/2016,32,7,181,"16,290.00","228,060.00",90
6/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,14,192,Litres,"17,280.00",60,3,150,98%,95%,6/2/2016,134,4,175,"15,750.00","198,450.00",90
6/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,12,14,118,Litres,"10,620.00",63,3,168,98%,96%,6/1/2016,148,4,183,"16,470.00","184,464.00",90
6/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,8,9,121,Litres,"10,890.00",78,1,60,96%,90%,6/2/2016,49,2,196,"17,640.00","222,264.00",90
6/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,11,7,96,Litres,"8,640.00",54,1,43,100%,98%,5/26/2016,41,8,174,"15,660.00","175,392.00",90
6/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,12,6,98,Litres,"8,820.00",54,1,43,99%,90%,5/25/2016,37,8,175,"15,750.00","242,550.00",90
6/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,8,58,Litres,"5,220.00",54,1,43,100%,95%,5/24/2016,34,8,186,"16,740.00","281,232.00",90
5/31/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,8,7,153,Litres,"13,770.00",54,1,43,98%,91%,5/23/2016,37,8,179,"16,110.00","293,202.00",90
5/30/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,9,7,168,Litres,"15,120.00",54,1,43,100%,99%,5/22/2016,38,8,178,"16,020.00","201,852.00",90
5/29/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,14,81,Litres,"7,290.00",54,1,43,97%,92%,5/21/2016,43,8,170,"15,300.00","214,200.00",90
5/28/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,5,206,Litres,"18,540.00",54,1,43,100%,93%,5/20/2016,34,8,181,"16,290.00","205,254.00",90
5/27/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,10,10,57,Litres,"5,130.00",54,1,43,99%,98%,5/19/2016,35,8,198,"17,820.00","249,480.00",90
5/26/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,8,11,168,Litres,"15,120.00",54,1,43,99%,93%,5/18/2016,40,8,181,"16,290.00","296,478.00",90
5/25/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,12,11,76,Litres,"6,840.00",54,1,43,95%,98%,5/17/2016,38,8,188,"16,920.00","260,568.00",90
5/24/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,9,14,108,Litres,"9,720.00",54,1,43,99%,99%,5/16/2016,40,8,175,"15,750.00","198,450.00",90
5/23/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,11,15,138,Litres,"12,420.00",54,1,43,95%,98%,5/15/2016,41,8,188,"16,920.00","307,944.00",90
5/22/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,11,12,0,Litres,0,54,1,43,10%,97%,5/14/2016,38,8,176,"15,840.00","243,936.00",90
5/21/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,8,7,0,Litres,0,54,1,43,7%,93%,5/13/2016,39,8,197,"17,730.00","223,398.00",90
5/20/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,Howrah Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,8,8,162,Litres,"14,580.00",54,1,43,98%,95%,5/12/2016,37,8,188,"16,920.00","189,504.00",90
